ticket_id,customer_id,date_opened,issue_type,resolution_time_days,status
TCKT000406,CUST00061,2024-12-12,Card Not Working,2,Pending
TCKT000407,CUST00621,2025-05-20,Account Locked,12,Resolved
TCKT000408,CUST00097,2025-04-16,Incorrect Charge,12,Unresolved
TCKT000409,CUST00917,2024-05-14,Incorrect Charge,7,Pending
TCKT000410,CUST00114,2024-05-18,Account Locked,8,Pending
TCKT000411,CUST00296,2024-06-03,Failed Transaction,7,Pending
TCKT000412,CUST00247,2025-05-22,Incorrect Charge,9,Resolved
TCKT000413,CUST00554,2024-08-08,Account Locked,15,Pending
TCKT000414,CUST00952,2024-12-09,Failed Transaction,10,Unresolved
TCKT000415,CUST00276,2024-06-05,Failed Transaction,13,Unresolved
TCKT000416,CUST00779,2025-05-01,Delayed Credit,6,Unresolved
TCKT000417,CUST00418,2024-12-14,Account Locked,13,Unresolved
TCKT000418,CUST00627,2024-07-15,Failed Transaction,7,Resolved
TCKT000419,CUST00072,2023-08-02,Login Issue,13,Pending
TCKT000420,CUST00818,2024-09-27,Delayed Credit,2,Pending
TCKT000421,CUST00022,2024-07-07,Login Issue,8,Resolved
TCKT000422,CUST00724,2024-10-31,Login Issue,3,Pending
TCKT000423,CUST00556,2025-05-29,Incorrect Charge,2,Pending
TCKT000424,CUST00747,2024-03-25,Card Not Working,13,Unresolved
TCKT000425,CUST00283,2023-09-09,Delayed Credit,12,Unresolved
TCKT000426,CUST00097,2024-10-17,Failed Transaction,2,Unresolved
TCKT000427,CUST00926,2024-07-11,Login Issue,7,Resolved
TCKT000428,CUST00401,2024-07-23,Incorrect Charge,10,Unresolved
TCKT000429,CUST00559,2024-08-28,Incorrect Charge,13,Pending
TCKT000430,CUST00485,2024-09-14,Failed Transaction,4,Pending
TCKT000431,CUST00701,2024-01-08,Account Locked,7,Pending
TCKT000432,CUST00493,2023-08-10,Incorrect Charge,10,Pending
TCKT000433,CUST00649,2023-07-27,Incorrect Charge,9,Resolved
TCKT000434,CUST00518,2024-08-03,Account Locked,1,Unresolved
TCKT000435,CUST00964,2024-12-09,Account Locked,5,Pending
TCKT000436,CUST00332,2023-08-26,Delayed Credit,2,Unresolved
TCKT000437,CUST00223,2024-04-02,Login Issue,14,Unresolved
TCKT000438,CUST00080,2024-05-23,Account Locked,8,Pending
TCKT000439,CUST00439,2023-09-13,Failed Transaction,14,Unresolved
TCKT000440,CUST00586,2024-10-27,Incorrect Charge,3,Pending
TCKT000441,CUST00127,2025-01-28,Card Not Working,15,Pending
TCKT000442,CUST00443,2024-02-07,Delayed Credit,12,Pending
TCKT000443,CUST00813,2024-11-09,Login Issue,10,Resolved
TCKT000444,CUST00219,2024-06-29,Delayed Credit,1,Resolved
TCKT000445,CUST00045,2024-07-15,Delayed Credit,14,Resolved
TCKT000446,CUST00041,2025-04-25,Failed Transaction,7,Pending
TCKT000447,CUST00055,2024-10-29,Login Issue,5,Unresolved
TCKT000448,CUST00556,2024-08-09,Card Not Working,3,Pending
TCKT000449,CUST00014,2024-09-23,Incorrect Charge,12,Pending
TCKT000450,CUST00280,2023-08-18,Login Issue,4,Unresolved
TCKT000451,CUST00461,2024-10-13,Incorrect Charge,7,Pending
TCKT000452,CUST00445,2024-10-13,Failed Transaction,8,Pending
TCKT000453,CUST00682,2024-06-11,Login Issue,9,Unresolved
TCKT000454,CUST00648,2024-12-19,Login Issue,8,Unresolved
TCKT000455,CUST00091,2024-02-08,Failed Transaction,3,Resolved
TCKT000456,CUST00437,2025-02-06,Login Issue,5,Pending
TCKT000457,CUST00256,2023-07-22,Failed Transaction,14,Resolved
TCKT000458,CUST00436,2023-08-20,Delayed Credit,4,Resolved
TCKT000459,CUST00135,2025-07-05,Card Not Working,5,Pending
TCKT000460,CUST00082,2024-04-28,Failed Transaction,10,Unresolved
TCKT000461,CUST00522,2023-11-07,Delayed Credit,9,Unresolved
TCKT000462,CUST00569,2024-06-19,Account Locked,5,Resolved
TCKT000463,CUST00961,2024-04-25,Failed Transaction,13,Pending
TCKT000464,CUST00876,2024-01-01,Incorrect Charge,1,Unresolved
TCKT000465,CUST00363,2024-12-22,Account Locked,13,Pending
TCKT000466,CUST00429,2023-12-05,Failed Transaction,14,Resolved
TCKT000467,CUST00801,2024-11-18,Card Not Working,8,Unresolved
TCKT000468,CUST00595,2025-02-23,Card Not Working,7,Pending
TCKT000469,CUST00861,2024-10-24,Failed Transaction,9,Resolved
TCKT000470,CUST00503,2024-01-10,Card Not Working,14,Pending
TCKT000471,CUST00822,2024-01-21,Delayed Credit,1,Pending
TCKT000472,CUST00812,2024-03-30,Account Locked,6,Pending
TCKT000473,CUST00249,2024-04-27,Failed Transaction,4,Unresolved
TCKT000474,CUST00054,2023-08-03,Incorrect Charge,1,Resolved
TCKT000475,CUST00950,2024-07-21,Card Not Working,1,Resolved
TCKT000476,CUST00643,2023-11-16,Login Issue,15,Resolved
TCKT000477,CUST00115,2024-01-13,Account Locked,6,Pending
TCKT000478,CUST00818,2024-10-03,Failed Transaction,11,Resolved
TCKT000479,CUST00844,2025-01-02,Login Issue,13,Pending
TCKT000480,CUST00002,2023-12-07,Card Not Working,1,Unresolved
TCKT000481,CUST00045,2025-02-18,Delayed Credit,3,Pending
TCKT000482,CUST00956,2024-05-14,Incorrect Charge,14,Resolved
TCKT000483,CUST00933,2025-03-15,Account Locked,6,Resolved
TCKT000484,CUST00518,2024-09-28,Account Locked,14,Unresolved
TCKT000485,CUST00445,2024-07-22,Incorrect Charge,13,Unresolved
TCKT000486,CUST00137,2025-02-10,Delayed Credit,15,Unresolved
TCKT000487,CUST00764,2024-02-18,Login Issue,6,Unresolved
TCKT000488,CUST00686,2025-05-27,Card Not Working,3,Unresolved
TCKT000489,CUST00093,2025-02-05,Login Issue,12,Resolved
TCKT000490,CUST00132,2024-05-09,Account Locked,15,Resolved
TCKT000491,CUST00390,2025-03-13,Failed Transaction,12,Resolved
TCKT000492,CUST00996,2023-08-28,Failed Transaction,10,Resolved
TCKT000493,CUST00873,2024-04-23,Account Locked,1,Unresolved
TCKT000494,CUST00627,2023-07-25,Delayed Credit,15,Unresolved
TCKT000495,CUST00471,2024-04-19,Login Issue,1,Pending
TCKT000496,CUST00733,2024-03-24,Delayed Credit,3,Unresolved
TCKT000497,CUST00007,2024-08-01,Failed Transaction,5,Pending
TCKT000498,CUST00159,2025-02-12,Card Not Working,12,Pending
TCKT000499,CUST00538,2024-01-31,Card Not Working,4,Pending
TCKT000500,CUST00650,2024-08-30,Delayed Credit,4,Unresolved
TCKT000501,CUST00104,2023-11-01,Login Issue,3,Unresolved
TCKT000502,CUST00355,2024-10-30,Account Locked,5,Resolved
TCKT000503,CUST00297,2023-11-05,Card Not Working,5,Resolved
TCKT000504,CUST00587,2023-08-24,Login Issue,9,Pending
TCKT000505,CUST00702,2024-07-27,Incorrect Charge,5,Pending
TCKT000506,CUST00220,2023-11-23,Login Issue,8,Resolved
TCKT000507,CUST00374,2025-05-26,Login Issue,15,Resolved
TCKT000508,CUST00183,2025-03-08,Login Issue,5,Resolved
TCKT000509,CUST00532,2025-03-17,Incorrect Charge,12,Resolved
TCKT000510,CUST00769,2025-06-19,Delayed Credit,4,Resolved
TCKT000511,CUST00262,2024-02-15,Card Not Working,14,Resolved
TCKT000512,CUST00448,2025-05-09,Incorrect Charge,11,Pending
TCKT000513,CUST00099,2023-08-28,Failed Transaction,11,Unresolved
TCKT000514,CUST00596,2023-11-03,Delayed Credit,15,Unresolved
TCKT000515,CUST00602,2024-10-07,Incorrect Charge,5,Resolved
TCKT000516,CUST00436,2023-09-10,Card Not Working,8,Pending
TCKT000517,CUST00492,2024-11-07,Login Issue,2,Pending
TCKT000518,CUST00106,2023-08-20,Incorrect Charge,5,Resolved
TCKT000519,CUST00342,2024-10-07,Incorrect Charge,10,Unresolved
TCKT000520,CUST00169,2024-08-27,Login Issue,11,Unresolved
TCKT000521,CUST00211,2023-07-15,Account Locked,10,Resolved
TCKT000522,CUST00957,2024-10-11,Incorrect Charge,8,Unresolved
TCKT000523,CUST00101,2024-02-02,Failed Transaction,6,Pending
TCKT000524,CUST00206,2025-02-16,Login Issue,13,Pending
TCKT000525,CUST00996,2024-10-27,Failed Transaction,6,Resolved
TCKT000526,CUST00833,2024-09-30,Account Locked,1,Pending
TCKT000527,CUST00333,2024-04-24,Account Locked,15,Unresolved
TCKT000528,CUST00524,2025-03-21,Failed Transaction,11,Resolved
TCKT000529,CUST00510,2024-10-28,Delayed Credit,10,Resolved
TCKT000530,CUST00180,2023-10-08,Account Locked,14,Resolved
TCKT000531,CUST00625,2025-04-18,Account Locked,15,Unresolved
TCKT000532,CUST00861,2025-04-22,Incorrect Charge,7,Unresolved
TCKT000533,CUST00958,2024-11-26,Failed Transaction,7,Pending
TCKT000534,CUST00525,2025-06-30,Account Locked,14,Resolved
TCKT000535,CUST00038,2024-12-01,Account Locked,5,Pending
TCKT000536,CUST00368,2024-09-18,Account Locked,7,Unresolved
TCKT000537,CUST00983,2023-08-08,Login Issue,15,Pending
TCKT000538,CUST00698,2024-06-02,Incorrect Charge,14,Pending
TCKT000539,CUST00858,2025-07-05,Account Locked,12,Unresolved
TCKT000540,CUST00377,2024-02-20,Account Locked,1,Unresolved
TCKT000541,CUST00895,2023-10-25,Delayed Credit,14,Unresolved
TCKT000542,CUST00616,2023-11-06,Incorrect Charge,10,Unresolved
TCKT000543,CUST00142,2025-04-27,Failed Transaction,7,Resolved
TCKT000544,CUST00013,2024-08-22,Failed Transaction,3,Resolved
TCKT000545,CUST00564,2025-02-14,Delayed Credit,11,Resolved
TCKT000546,CUST00161,2024-10-12,Delayed Credit,7,Pending
TCKT000547,CUST00148,2024-02-01,Login Issue,7,Pending
TCKT000548,CUST00681,2025-06-18,Failed Transaction,13,Pending
TCKT000549,CUST00829,2023-07-16,Failed Transaction,14,Resolved
TCKT000550,CUST00727,2024-01-22,Delayed Credit,6,Pending
TCKT000551,CUST00428,2024-03-28,Delayed Credit,9,Resolved
TCKT000552,CUST00390,2024-12-09,Account Locked,12,Pending
TCKT000553,CUST00825,2023-12-08,Failed Transaction,2,Pending
TCKT000554,CUST00243,2023-08-11,Card Not Working,12,Unresolved
TCKT000555,CUST00439,2023-10-20,Account Locked,5,Unresolved
TCKT000556,CUST00722,2024-09-17,Account Locked,10,Unresolved
TCKT000557,CUST00356,2025-03-20,Failed Transaction,6,Resolved
TCKT000558,CUST00655,2023-10-31,Delayed Credit,9,Unresolved
TCKT000559,CUST00900,2024-01-02,Account Locked,5,Resolved
TCKT000560,CUST00758,2023-09-11,Failed Transaction,1,Unresolved
TCKT000561,CUST00339,2024-12-22,Login Issue,10,Resolved
TCKT000562,CUST00862,2023-12-30,Account Locked,6,Unresolved
TCKT000563,CUST00278,2025-04-11,Incorrect Charge,15,Resolved
TCKT000564,CUST00023,2023-10-16,Card Not Working,12,Pending
TCKT000565,CUST00034,2025-02-28,Delayed Credit,3,Unresolved
TCKT000566,CUST00318,2025-05-10,Card Not Working,10,Resolved
TCKT000567,CUST00472,2024-11-23,Delayed Credit,15,Unresolved
TCKT000568,CUST00457,2024-08-20,Failed Transaction,4,Resolved
TCKT000569,CUST00724,2023-10-01,Card Not Working,8,Unresolved
TCKT000570,CUST00746,2024-07-29,Card Not Working,5,Unresolved
TCKT000571,CUST00162,2024-05-12,Incorrect Charge,12,Pending
TCKT000572,CUST00015,2024-03-01,Delayed Credit,14,Pending
TCKT000573,CUST00070,2024-06-28,Failed Transaction,15,Resolved
TCKT000574,CUST00195,2024-09-18,Account Locked,9,Pending
TCKT000575,CUST00769,2024-08-14,Failed Transaction,4,Pending
TCKT000576,CUST00198,2024-05-07,Login Issue,4,Resolved
TCKT000577,CUST00598,2023-12-05,Card Not Working,13,Resolved
TCKT000578,CUST00894,2024-03-06,Delayed Credit,8,Resolved
TCKT000579,CUST00857,2024-06-14,Incorrect Charge,4,Pending
TCKT000580,CUST00849,2024-07-23,Account Locked,11,Pending
TCKT000581,CUST00396,2023-07-17,Incorrect Charge,1,Resolved
TCKT000582,CUST00029,2025-04-24,Account Locked,15,Unresolved
TCKT000583,CUST00390,2025-04-15,Account Locked,6,Unresolved
TCKT000584,CUST00805,2023-08-07,Failed Transaction,8,Resolved
TCKT000585,CUST00725,2024-12-30,Card Not Working,3,Pending
TCKT000586,CUST00839,2025-06-08,Delayed Credit,2,Pending
TCKT000587,CUST00003,2024-01-26,Delayed Credit,12,Pending
TCKT000588,CUST00982,2024-02-13,Incorrect Charge,10,Unresolved
TCKT000589,CUST00049,2025-03-23,Incorrect Charge,4,Resolved
TCKT000590,CUST00526,2025-05-04,Account Locked,1,Unresolved
TCKT000591,CUST00515,2024-08-16,Account Locked,4,Resolved
TCKT000592,CUST00999,2024-11-17,Account Locked,1,Resolved
TCKT000593,CUST00321,2024-07-28,Delayed Credit,6,Unresolved
TCKT000594,CUST00605,2025-05-24,Card Not Working,12,Pending
TCKT000595,CUST00882,2025-02-18,Delayed Credit,13,Pending
TCKT000596,CUST00888,2024-12-18,Account Locked,10,Unresolved
TCKT000597,CUST00704,2025-06-30,Delayed Credit,7,Pending
TCKT000598,CUST00816,2024-08-24,Account Locked,3,Resolved
TCKT000599,CUST00254,2024-08-06,Login Issue,1,Pending
TCKT000600,CUST00936,2024-05-02,Incorrect Charge,3,Unresolved
TCKT000601,CUST00330,2025-04-24,Card Not Working,6,Unresolved
TCKT000602,CUST00104,2024-11-24,Delayed Credit,9,Unresolved
TCKT000603,CUST00796,2024-03-01,Delayed Credit,7,Pending
TCKT000604,CUST00622,2024-06-25,Failed Transaction,4,Pending
TCKT000605,CUST00234,2025-01-29,Incorrect Charge,7,Resolved
TCKT000606,CUST00914,2024-10-02,Failed Transaction,1,Resolved
TCKT000607,CUST00499,2025-03-20,Account Locked,1,Resolved
TCKT000608,CUST00148,2024-05-24,Account Locked,11,Resolved
TCKT000609,CUST00058,2025-02-07,Delayed Credit,1,Unresolved
TCKT000610,CUST00191,2023-08-20,Card Not Working,3,Unresolved
TCKT000611,CUST00928,2024-03-08,Delayed Credit,10,Resolved
TCKT000612,CUST00665,2024-04-08,Account Locked,1,Unresolved
TCKT000613,CUST00138,2025-03-01,Incorrect Charge,10,Resolved
TCKT000614,CUST00462,2024-01-15,Delayed Credit,1,Resolved
TCKT000615,CUST00337,2024-02-10,Card Not Working,11,Pending
TCKT000616,CUST00879,2024-01-05,Failed Transaction,1,Pending
TCKT000617,CUST00660,2024-06-18,Account Locked,10,Unresolved
TCKT000618,CUST00191,2024-04-27,Failed Transaction,8,Resolved
TCKT000619,CUST00030,2024-09-20,Delayed Credit,11,Resolved
TCKT000620,CUST00050,2024-03-03,Failed Transaction,9,Pending
TCKT000621,CUST00980,2025-05-20,Delayed Credit,4,Pending
TCKT000622,CUST00603,2024-08-11,Failed Transaction,7,Unresolved
TCKT000623,CUST00435,2024-07-14,Card Not Working,14,Resolved
TCKT000624,CUST00269,2023-07-10,Card Not Working,6,Pending
TCKT000625,CUST00186,2024-12-03,Login Issue,14,Resolved
TCKT000626,CUST00348,2024-01-10,Failed Transaction,3,Unresolved
TCKT000627,CUST00716,2024-06-28,Card Not Working,1,Unresolved
TCKT000628,CUST00582,2024-08-06,Login Issue,3,Resolved
TCKT000629,CUST00647,2024-06-07,Account Locked,4,Unresolved
TCKT000630,CUST00145,2024-08-25,Incorrect Charge,14,Resolved
TCKT000631,CUST00726,2024-03-19,Card Not Working,7,Unresolved
TCKT000632,CUST00272,2025-05-24,Card Not Working,10,Resolved
TCKT000633,CUST00711,2025-01-16,Login Issue,14,Unresolved
TCKT000634,CUST00760,2024-06-01,Failed Transaction,9,Resolved
TCKT000635,CUST00953,2025-02-21,Card Not Working,6,Unresolved
TCKT000636,CUST00976,2024-06-06,Failed Transaction,5,Unresolved
TCKT000637,CUST00322,2024-09-15,Incorrect Charge,5,Resolved
TCKT000638,CUST00909,2025-06-08,Incorrect Charge,12,Unresolved
TCKT000639,CUST00933,2025-04-29,Account Locked,2,Resolved
TCKT000640,CUST00550,2024-01-09,Card Not Working,4,Pending
TCKT000641,CUST00627,2025-02-22,Failed Transaction,11,Pending
TCKT000642,CUST00133,2024-01-05,Card Not Working,6,Unresolved
TCKT000643,CUST00829,2024-01-01,Incorrect Charge,5,Pending
TCKT000644,CUST00643,2024-12-03,Incorrect Charge,8,Unresolved
TCKT000645,CUST00438,2024-08-10,Incorrect Charge,11,Pending
TCKT000646,CUST00861,2023-08-13,Delayed Credit,1,Pending
TCKT000647,CUST00504,2023-07-17,Failed Transaction,4,Unresolved
TCKT000648,CUST00674,2025-05-17,Login Issue,5,Unresolved
TCKT000649,CUST00024,2024-04-22,Login Issue,1,Resolved
TCKT000650,CUST00665,2023-10-15,Login Issue,12,Pending
TCKT000651,CUST00179,2024-12-29,Account Locked,15,Unresolved
TCKT000652,CUST00273,2023-12-29,Failed Transaction,7,Pending
TCKT000653,CUST00122,2024-09-15,Delayed Credit,6,Resolved
TCKT000654,CUST00792,2024-09-19,Login Issue,4,Unresolved
TCKT000655,CUST00674,2024-02-23,Failed Transaction,7,Pending
TCKT000656,CUST00999,2024-07-03,Login Issue,15,Unresolved
TCKT000657,CUST00411,2024-06-26,Login Issue,8,Unresolved
TCKT000658,CUST00570,2024-03-13,Incorrect Charge,15,Pending
TCKT000659,CUST00501,2024-04-24,Failed Transaction,2,Resolved
TCKT000660,CUST00524,2025-02-03,Account Locked,14,Resolved
TCKT000661,CUST00590,2025-01-03,Login Issue,14,Resolved
TCKT000662,CUST00531,2023-12-14,Failed Transaction,2,Unresolved
TCKT000663,CUST00631,2023-10-30,Failed Transaction,8,Pending
TCKT000664,CUST00307,2024-07-25,Delayed Credit,4,Resolved
TCKT000665,CUST00207,2023-07-15,Account Locked,3,Unresolved
TCKT000666,CUST00901,2025-02-12,Card Not Working,10,Unresolved
TCKT000667,CUST00303,2024-06-30,Card Not Working,3,Unresolved
TCKT000668,CUST00066,2024-11-17,Incorrect Charge,3,Unresolved
TCKT000669,CUST00601,2024-02-11,Failed Transaction,7,Unresolved
TCKT000670,CUST00657,2024-10-22,Failed Transaction,10,Resolved
TCKT000671,CUST00722,2023-08-30,Failed Transaction,2,Pending
TCKT000672,CUST00009,2025-04-06,Login Issue,2,Pending
TCKT000673,CUST00780,2024-03-03,Account Locked,15,Unresolved
TCKT000674,CUST00930,2025-01-27,Login Issue,7,Unresolved
TCKT000675,CUST00953,2024-02-26,Login Issue,9,Unresolved
TCKT000676,CUST00473,2023-12-17,Delayed Credit,10,Resolved
TCKT000677,CUST00187,2024-08-03,Account Locked,3,Resolved
TCKT000678,CUST00477,2024-04-24,Incorrect Charge,5,Unresolved
TCKT000679,CUST00829,2023-10-20,Card Not Working,1,Unresolved
TCKT000680,CUST00185,2024-04-28,Card Not Working,3,Unresolved
TCKT000681,CUST00653,2024-06-23,Account Locked,15,Pending
TCKT000682,CUST00122,2025-03-29,Login Issue,10,Resolved
TCKT000683,CUST00268,2025-06-17,Delayed Credit,11,Resolved
TCKT000684,CUST00879,2024-09-04,Incorrect Charge,8,Unresolved
TCKT000685,CUST00019,2024-10-04,Incorrect Charge,14,Unresolved
TCKT000686,CUST00601,2024-09-02,Failed Transaction,2,Pending
TCKT000687,CUST00514,2025-02-19,Delayed Credit,9,Resolved
TCKT000688,CUST00395,2025-03-04,Card Not Working,15,Resolved
TCKT000689,CUST00473,2023-10-27,Delayed Credit,7,Resolved
TCKT000690,CUST00562,2024-12-15,Login Issue,13,Unresolved
TCKT000691,CUST00666,2024-04-09,Account Locked,10,Resolved
TCKT000692,CUST00905,2023-11-12,Login Issue,12,Pending
TCKT000693,CUST00579,2025-04-15,Delayed Credit,9,Pending
TCKT000694,CUST00594,2024-05-08,Card Not Working,10,Resolved
TCKT000695,CUST00261,2024-01-24,Incorrect Charge,10,Resolved
TCKT000696,CUST00975,2023-07-16,Account Locked,9,Pending
TCKT000697,CUST00637,2023-12-16,Login Issue,14,Resolved
TCKT000698,CUST00772,2025-04-10,Account Locked,6,Unresolved
TCKT000699,CUST00299,2024-06-18,Incorrect Charge,5,Unresolved
TCKT000700,CUST00228,2024-05-18,Account Locked,9,Pending
TCKT000701,CUST00865,2023-08-26,Failed Transaction,5,Resolved
TCKT000702,CUST00953,2025-05-31,Card Not Working,13,Resolved
TCKT000703,CUST00127,2023-11-01,Login Issue,2,Unresolved
TCKT000704,CUST00375,2024-03-14,Incorrect Charge,13,Pending
TCKT000705,CUST00097,2024-02-13,Failed Transaction,3,Unresolved
TCKT000706,CUST00808,2023-10-23,Delayed Credit,7,Resolved
TCKT000707,CUST00778,2023-11-02,Incorrect Charge,13,Resolved
TCKT000708,CUST00475,2024-08-29,Account Locked,1,Resolved
TCKT000709,CUST00338,2024-10-30,Incorrect Charge,10,Unresolved
TCKT000710,CUST00411,2024-01-30,Login Issue,11,Resolved
TCKT000711,CUST00295,2023-10-11,Login Issue,7,Unresolved
TCKT000712,CUST00466,2024-12-14,Failed Transaction,13,Unresolved
TCKT000713,CUST00274,2025-06-28,Account Locked,9,Pending
TCKT000714,CUST00767,2024-06-19,Login Issue,11,Unresolved
TCKT000715,CUST00314,2024-09-21,Login Issue,15,Pending
TCKT000716,CUST00131,2025-01-04,Account Locked,14,Pending
TCKT000717,CUST00809,2025-05-13,Account Locked,14,Unresolved
TCKT000718,CUST00652,2024-05-13,Failed Transaction,7,Unresolved
TCKT000719,CUST00794,2023-09-14,Login Issue,11,Resolved
TCKT000720,CUST00415,2024-02-19,Incorrect Charge,15,Resolved
TCKT000721,CUST00853,2024-09-14,Account Locked,5,Unresolved
TCKT000722,CUST00140,2024-12-22,Incorrect Charge,12,Pending
TCKT000723,CUST00398,2023-12-11,Account Locked,5,Pending
TCKT000724,CUST00732,2024-08-21,Login Issue,9,Pending
TCKT000725,CUST00133,2023-12-22,Delayed Credit,4,Unresolved
TCKT000726,CUST00056,2023-07-27,Account Locked,6,Unresolved
TCKT000727,CUST00857,2024-06-29,Delayed Credit,1,Resolved
TCKT000728,CUST00829,2024-09-11,Card Not Working,14,Unresolved
TCKT000729,CUST00397,2023-09-17,Delayed Credit,13,Unresolved
TCKT000730,CUST00239,2025-02-19,Delayed Credit,6,Pending
TCKT000731,CUST00293,2025-02-17,Login Issue,11,Unresolved
TCKT000732,CUST00141,2024-09-30,Incorrect Charge,11,Resolved
TCKT000733,CUST00436,2024-12-21,Account Locked,4,Resolved
TCKT000734,CUST00128,2024-02-06,Failed Transaction,2,Resolved
TCKT000735,CUST00223,2024-09-06,Login Issue,11,Unresolved
TCKT000736,CUST00425,2024-06-30,Incorrect Charge,5,Unresolved
TCKT000737,CUST00181,2024-07-16,Card Not Working,5,Pending
TCKT000738,CUST00403,2024-10-13,Failed Transaction,1,Unresolved
TCKT000739,CUST00065,2023-09-08,Delayed Credit,2,Pending
TCKT000740,CUST00911,2024-07-30,Incorrect Charge,8,Pending
TCKT000741,CUST00410,2025-06-11,Delayed Credit,7,Resolved
TCKT000742,CUST00232,2023-07-17,Account Locked,9,Pending
TCKT000743,CUST00059,2023-11-17,Incorrect Charge,13,Pending
TCKT000744,CUST00084,2024-02-27,Account Locked,7,Pending
TCKT000745,CUST00155,2024-07-21,Login Issue,4,Resolved
TCKT000746,CUST00944,2024-07-05,Login Issue,3,Pending
TCKT000747,CUST00894,2024-01-03,Account Locked,8,Resolved
TCKT000748,CUST00046,2023-11-02,Card Not Working,9,Pending
TCKT000749,CUST00886,2025-02-28,Account Locked,1,Pending
TCKT000750,CUST00492,2024-06-06,Failed Transaction,4,Resolved
TCKT000751,CUST00069,2025-05-26,Failed Transaction,4,Pending
TCKT000752,CUST00604,2023-11-21,Login Issue,11,Pending
TCKT000753,CUST00948,2024-05-23,Delayed Credit,1,Pending
TCKT000754,CUST00776,2023-11-01,Failed Transaction,15,Resolved
TCKT000755,CUST00606,2024-11-23,Card Not Working,12,Resolved
TCKT000756,CUST00276,2023-09-25,Failed Transaction,10,Resolved
TCKT000757,CUST00887,2024-07-05,Incorrect Charge,7,Unresolved
TCKT000758,CUST00158,2025-04-07,Card Not Working,8,Pending
TCKT000759,CUST00862,2023-10-11,Failed Transaction,8,Pending
TCKT000760,CUST00319,2023-10-28,Card Not Working,11,Resolved
TCKT000761,CUST00076,2025-04-19,Incorrect Charge,13,Pending
TCKT000762,CUST00947,2024-08-21,Failed Transaction,2,Pending
TCKT000763,CUST00487,2025-01-25,Failed Transaction,6,Resolved
TCKT000764,CUST00463,2024-01-09,Account Locked,12,Resolved
TCKT000765,CUST00624,2023-12-27,Login Issue,6,Pending
TCKT000766,CUST00776,2024-03-18,Login Issue,14,Unresolved
TCKT000767,CUST00054,2025-03-11,Failed Transaction,14,Unresolved
TCKT000768,CUST00716,2023-09-03,Failed Transaction,11,Resolved
TCKT000769,CUST00187,2025-07-04,Card Not Working,14,Unresolved
TCKT000770,CUST00248,2023-12-21,Failed Transaction,6,Unresolved
TCKT000771,CUST00626,2023-07-20,Card Not Working,13,Pending
TCKT000772,CUST00988,2024-12-03,Account Locked,11,Resolved
TCKT000773,CUST00669,2023-11-01,Login Issue,9,Pending
TCKT000774,CUST00382,2023-11-25,Failed Transaction,6,Resolved
TCKT000775,CUST00216,2023-12-02,Delayed Credit,5,Resolved
TCKT000776,CUST00073,2023-11-13,Failed Transaction,2,Resolved
TCKT000777,CUST00102,2023-08-26,Login Issue,8,Pending
TCKT000778,CUST00876,2024-10-08,Failed Transaction,6,Pending
TCKT000779,CUST00793,2023-12-03,Delayed Credit,10,Unresolved
TCKT000780,CUST00939,2024-07-26,Failed Transaction,14,Pending
TCKT000781,CUST00013,2023-12-03,Incorrect Charge,8,Pending
TCKT000782,CUST00641,2023-12-22,Incorrect Charge,14,Resolved
TCKT000783,CUST00724,2023-10-17,Card Not Working,8,Unresolved
TCKT000784,CUST00415,2024-01-05,Account Locked,15,Resolved
TCKT000785,CUST00933,2024-10-25,Account Locked,15,Pending
TCKT000786,CUST00873,2023-11-16,Account Locked,3,Resolved
TCKT000787,CUST00344,2023-10-22,Login Issue,8,Resolved
TCKT000788,CUST00387,2024-11-23,Card Not Working,13,Pending
TCKT000789,CUST00231,2023-08-30,Failed Transaction,2,Resolved
TCKT000790,CUST00070,2024-02-25,Login Issue,4,Pending
TCKT000791,CUST00697,2024-09-14,Incorrect Charge,4,Unresolved
TCKT000792,CUST00866,2024-11-11,Login Issue,4,Pending
TCKT000793,CUST00630,2023-10-22,Card Not Working,5,Pending
TCKT000794,CUST00698,2023-11-24,Failed Transaction,8,Pending
TCKT000795,CUST00650,2024-07-05,Card Not Working,2,Unresolved
TCKT000796,CUST00788,2025-03-16,Delayed Credit,1,Resolved
TCKT000797,CUST00599,2024-01-17,Account Locked,5,Pending
TCKT000798,CUST00671,2024-07-26,Incorrect Charge,12,Resolved
TCKT000799,CUST00249,2023-10-29,Account Locked,7,Pending
TCKT000800,CUST00860,2023-10-13,Card Not Working,8,Resolved
TCKT000801,CUST00829,2024-09-23,Login Issue,1,Resolved
TCKT000802,CUST00200,2024-01-07,Failed Transaction,8,Unresolved
TCKT000803,CUST00629,2024-05-13,Login Issue,6,Resolved
TCKT000804,CUST00224,2023-08-20,Card Not Working,14,Unresolved
TCKT000805,CUST00840,2024-01-15,Incorrect Charge,15,Pending
TCKT000806,CUST00730,2024-09-30,Incorrect Charge,15,Unresolved
TCKT000807,CUST00926,2024-05-09,Card Not Working,7,Resolved
TCKT000808,CUST00058,2025-01-05,Incorrect Charge,3,Unresolved
TCKT000809,CUST00178,2024-09-17,Delayed Credit,6,Resolved
TCKT000810,CUST00901,2023-09-03,Account Locked,12,Unresolved
TCKT000811,CUST00279,2023-10-29,Card Not Working,7,Unresolved
TCKT000812,CUST00645,2023-09-24,Account Locked,12,Unresolved
