transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,channels,currency
TXN006227,CUST00505,2025-05-14,Credit,924832.13,Apps,Yen
TXN006228,CUST00856,2025-01-23,Credit,357509.0,Web,Euros
TXN006229,CUST00453,2023-01-21,Credit,392550.1,USSD,Euros
TXN006230,CUST00412,2024-01-27,Debit,714875.19,USSD,Naira
TXN006231,CUST00392,2023-03-16,Debit,805245.43,POS,Naira
TXN006232,CUST00694,2024-01-23,Credit,242301.42,Apps,Pounds
TXN006233,CUST00091,2025-03-02,Credit,332009.09,USSD,Dollar
TXN006234,CUST00607,2024-11-27,Credit,378218.38,Web,Naira
TXN006235,CUST00394,2022-07-20,Debit,221568.73,POS,Euros
TXN006236,CUST00799,2024-03-18,Credit,594798.07,Apps,Pounds
TXN006237,CUST00955,2024-03-12,Credit,210730.28,USSD,Euros
TXN006238,CUST00811,2023-06-07,Debit,564274.6,Web,Dollar
TXN006239,CUST00532,2024-11-11,Credit,769119.34,Cards,Dollar
TXN006240,CUST00949,2024-07-30,Debit,109551.11,USSD,Dollar
TXN006241,CUST00035,2025-04-17,Credit,955433.57,POS,Yen
TXN006242,CUST00352,2023-11-08,Debit,880382.52,Web,Dollar
TXN006243,CUST00908,2025-04-18,Debit,352870.9,Web,Naira
TXN006244,CUST00357,2024-01-20,Debit,846790.59,Web,Naira
TXN006245,CUST00260,2024-05-27,Credit,667153.13,Cards,Pounds
TXN006246,CUST00935,2023-06-17,Debit,388383.87,POS,Yen
TXN006247,CUST00962,2023-12-19,Credit,987867.84,Cards,Pounds
TXN006248,CUST00951,2023-01-01,Debit,827915.7,Apps,Naira
TXN006249,CUST00866,2023-12-28,Credit,266722.14,Apps,Dollar
TXN006250,CUST00853,2023-02-16,Credit,240958.36,USSD,Yen
TXN006251,CUST00079,2023-02-16,Debit,783937.92,USSD,Pounds
TXN006252,CUST00128,2024-12-09,Credit,767924.98,Web,Euros
TXN006253,CUST00074,2023-10-04,Debit,785983.24,USSD,Pounds
TXN006254,CUST00642,2023-10-25,Credit,818296.24,Apps,Dollar
TXN006255,CUST00468,2025-03-05,Debit,682599.46,Cards,Euros
TXN006256,CUST00122,2024-11-13,Debit,813548.6,Apps,Euros
TXN006257,CUST00221,2023-09-15,Debit,950273.62,Web,Euros
TXN006258,CUST00784,2022-08-23,Debit,938696.06,Web,Yen
TXN006259,CUST00628,2023-04-24,Credit,40669.59,USSD,Dollar
TXN006260,CUST00256,2024-11-07,Debit,9264.89,USSD,Naira
TXN006261,CUST00350,2023-01-01,Credit,516233.81,POS,Naira
TXN006262,CUST00223,2024-08-31,Debit,564346.11,Cards,Euros
TXN006263,CUST00343,2023-11-15,Credit,412093.03,POS,Yen
TXN006264,CUST00896,2024-07-19,Credit,806982.74,POS,Naira
TXN006265,CUST00761,2022-12-02,Credit,459974.7,POS,Naira
TXN006266,CUST00550,2025-02-02,Credit,833435.18,USSD,Naira
TXN006267,CUST00233,2024-04-07,Credit,985925.21,Cards,Pounds
TXN006268,CUST00248,2023-06-13,Credit,805737.3,Cards,Pounds
TXN006269,CUST00076,2024-03-26,Debit,115965.9,Cards,Euros
TXN006270,CUST00210,2025-04-13,Debit,427762.98,USSD,Euros
TXN006271,CUST00089,2024-12-26,Debit,553410.43,Web,Euros
TXN006272,CUST00086,2023-05-03,Debit,635922.56,POS,Dollar
TXN006273,CUST00824,2023-11-15,Debit,737016.9,Cards,Yen
TXN006274,CUST00735,2024-01-04,Credit,313735.77,USSD,Dollar
TXN006275,CUST00013,2023-03-19,Credit,331321.45,USSD,Euros
TXN006276,CUST00185,2024-09-25,Credit,520675.24,POS,Euros
TXN006277,CUST00922,2024-10-26,Debit,545242.28,Apps,Dollar
TXN006278,CUST00596,2023-10-26,Credit,958230.03,USSD,Euros
TXN006279,CUST00640,2024-05-01,Credit,550042.97,Cards,Pounds
TXN006280,CUST00453,2022-07-23,Credit,480993.73,Apps,Naira
TXN006281,CUST00059,2023-02-08,Credit,538751.32,USSD,Yen
TXN006282,CUST00418,2022-10-30,Debit,195560.62,Web,Pounds
TXN006283,CUST00339,2024-02-11,Debit,843121.1,USSD,Yen
TXN006284,CUST00592,2023-08-29,Credit,866614.31,Cards,Dollar
TXN006285,CUST00068,2023-10-04,Credit,918421.61,POS,Naira
TXN006286,CUST00333,2024-06-09,Debit,490829.89,POS,Dollar
TXN006287,CUST00675,2024-11-18,Debit,152593.49,Web,Pounds
TXN006288,CUST00324,2023-09-28,Credit,234657.57,USSD,Naira
TXN006289,CUST00028,2024-01-15,Credit,624085.73,USSD,Euros
TXN006290,CUST00383,2024-05-22,Debit,584785.13,POS,Euros
TXN006291,CUST00248,2025-06-21,Credit,288797.62,Cards,Pounds
TXN006292,CUST00581,2024-03-30,Credit,998216.42,POS,Euros
TXN006293,CUST00042,2024-02-29,Debit,119278.86,USSD,Dollar
TXN006294,CUST00379,2025-04-09,Credit,509236.27,POS,Dollar
TXN006295,CUST00629,2023-06-09,Debit,693851.9,USSD,Dollar
TXN006296,CUST00457,2023-12-10,Credit,929694.82,Apps,Yen
TXN006297,CUST00457,2023-07-25,Credit,530825.89,Web,Naira
TXN006298,CUST00579,2025-01-30,Debit,23976.99,POS,Yen
TXN006299,CUST00230,2023-07-19,Credit,175468.66,USSD,Dollar
TXN006300,CUST00095,2024-05-08,Debit,681695.22,Web,Naira
TXN006301,CUST00194,2025-04-19,Debit,50211.49,Web,Euros
TXN006302,CUST00710,2023-05-10,Credit,481140.02,Apps,Euros
TXN006303,CUST00311,2025-04-16,Credit,315374.79,Web,Naira
TXN006304,CUST00194,2024-01-05,Debit,751287.73,Apps,Euros
TXN006305,CUST00482,2025-04-09,Credit,655095.03,Apps,Naira
TXN006306,CUST00310,2024-06-04,Credit,919563.66,Cards,Dollar
TXN006307,CUST00220,2022-09-06,Debit,912967.24,Web,Euros
TXN006308,CUST00289,2024-09-19,Credit,483288.6,Apps,Euros
TXN006309,CUST00488,2023-05-30,Credit,348652.43,USSD,Dollar
TXN006310,CUST00255,2023-03-16,Credit,198394.4,Apps,Euros
TXN006311,CUST00544,2022-07-16,Debit,764788.26,Cards,Yen
TXN006312,CUST00441,2023-10-13,Credit,548287.97,POS,Naira
TXN006313,CUST00768,2024-07-18,Credit,610318.61,Cards,Euros
TXN006314,CUST00069,2023-06-28,Debit,781138.46,Web,Pounds
TXN006315,CUST00502,2023-12-08,Debit,189960.11,POS,Euros
TXN006316,CUST00066,2024-06-27,Credit,470753.1,Apps,Euros
TXN006317,CUST00254,2025-05-24,Debit,537559.41,Cards,Euros
TXN006318,CUST00506,2023-04-02,Debit,802584.81,USSD,Naira
TXN006319,CUST00337,2022-12-03,Debit,600433.59,Cards,Naira
TXN006320,CUST00661,2023-10-22,Debit,195055.39,Cards,Naira
TXN006321,CUST00232,2023-12-21,Credit,242823.7,POS,Euros
TXN006322,CUST00797,2024-01-14,Credit,439967.16,Web,Yen
TXN006323,CUST00630,2023-07-18,Credit,947679.94,Cards,Pounds
TXN006324,CUST00122,2024-11-04,Credit,783820.81,Web,Euros
TXN006325,CUST00547,2024-01-17,Credit,90446.7,Web,Dollar
TXN006326,CUST00630,2023-10-18,Debit,637713.27,POS,Euros
TXN006327,CUST00453,2024-11-27,Debit,116885.74,USSD,Pounds
TXN006328,CUST00305,2025-01-23,Debit,122707.77,USSD,Yen
TXN006329,CUST00295,2024-04-24,Debit,637981.17,Apps,Yen
TXN006330,CUST00107,2024-03-12,Debit,561231.34,Cards,Pounds
TXN006331,CUST00178,2024-07-11,Debit,312575.86,Apps,Euros
TXN006332,CUST00098,2023-09-29,Debit,874716.27,Cards,Dollar
TXN006333,CUST00723,2022-11-09,Debit,311361.32,Web,Naira
TXN006334,CUST00038,2024-11-08,Credit,78598.37,Web,Dollar
TXN006335,CUST00661,2024-03-11,Debit,341435.74,USSD,Euros
TXN006336,CUST00182,2023-03-14,Debit,486222.26,Web,Dollar
TXN006337,CUST00352,2024-11-28,Credit,674.28,Cards,Pounds
TXN006338,CUST00197,2023-10-29,Debit,267490.0,Web,Yen
TXN006339,CUST00025,2023-02-27,Debit,503810.53,USSD,Euros
TXN006340,CUST00461,2024-03-26,Debit,208273.51,Web,Naira
TXN006341,CUST00386,2024-07-04,Credit,917797.12,Cards,Pounds
TXN006342,CUST00209,2023-06-09,Debit,156042.61,POS,Naira
TXN006343,CUST00535,2024-11-02,Debit,315041.95,USSD,Yen
TXN006344,CUST00902,2024-05-27,Debit,642851.49,POS,Euros
TXN006345,CUST00087,2024-02-15,Credit,603332.12,Apps,Pounds
TXN006346,CUST00392,2023-01-19,Credit,262643.06,Web,Naira
TXN006347,CUST00732,2023-04-30,Credit,802947.58,USSD,Dollar
TXN006348,CUST00989,2025-02-19,Debit,241877.05,Web,Naira
TXN006349,CUST00497,2023-09-06,Debit,607026.55,Web,Dollar
TXN006350,CUST00767,2022-07-11,Credit,773971.0,Web,Yen
TXN006351,CUST00680,2024-06-29,Credit,609100.24,POS,Pounds
TXN006352,CUST00282,2025-03-10,Debit,468471.74,Cards,Yen
TXN006353,CUST00180,2024-03-22,Debit,308085.42,Apps,Yen
TXN006354,CUST00825,2025-04-30,Credit,469655.48,Web,Euros
TXN006355,CUST00328,2023-11-24,Credit,382422.22,USSD,Dollar
TXN006356,CUST00170,2025-05-30,Debit,330106.16,Cards,Dollar
TXN006357,CUST00644,2023-10-08,Debit,19803.25,POS,Dollar
TXN006358,CUST00159,2022-07-17,Credit,579403.85,Apps,Euros
TXN006359,CUST00445,2022-10-14,Debit,279082.91,Cards,Pounds
TXN006360,CUST00277,2023-04-21,Debit,626764.98,USSD,Pounds
TXN006361,CUST00403,2022-08-10,Credit,767975.13,Apps,Naira
TXN006362,CUST00073,2024-08-31,Credit,850472.68,POS,Naira
TXN006363,CUST00565,2023-05-03,Debit,419491.15,POS,Euros
TXN006364,CUST00821,2024-05-06,Credit,637513.13,USSD,Yen
TXN006365,CUST00134,2025-03-13,Debit,320898.25,Web,Dollar
TXN006366,CUST00878,2025-04-28,Debit,963497.05,Web,Yen
TXN006367,CUST00558,2025-05-28,Credit,86880.73,Cards,Pounds
TXN006368,CUST00624,2022-07-28,Debit,350640.88,Cards,Naira
TXN006369,CUST00567,2023-03-03,Credit,582060.81,Web,Naira
TXN006370,CUST00588,2024-01-03,Credit,860036.63,Cards,Yen
TXN006371,CUST00143,2024-03-15,Credit,270735.96,USSD,Yen
TXN006372,CUST00295,2025-02-13,Credit,454766.59,Apps,Naira
TXN006373,CUST00261,2023-03-30,Credit,897704.56,Web,Naira
TXN006374,CUST00446,2025-02-22,Credit,43927.32,POS,Naira
TXN006375,CUST00525,2023-05-17,Debit,89316.05,POS,Pounds
TXN006376,CUST00603,2024-08-07,Debit,672270.02,USSD,Dollar
TXN006377,CUST00527,2024-11-11,Credit,539428.11,Cards,Pounds
TXN006378,CUST00045,2024-09-30,Debit,954974.26,Web,Euros
TXN006379,CUST00426,2024-07-21,Credit,935206.6,Apps,Naira
TXN006380,CUST00989,2025-04-30,Credit,494944.05,Cards,Pounds
TXN006381,CUST00775,2024-12-11,Debit,620651.84,POS,Euros
TXN006382,CUST00323,2024-04-29,Credit,575186.94,Apps,Dollar
TXN006383,CUST00087,2025-04-28,Credit,929118.06,Apps,Naira
TXN006384,CUST00041,2023-05-28,Debit,30758.31,Cards,Dollar
TXN006385,CUST00870,2023-08-23,Credit,589659.49,Apps,Euros
TXN006386,CUST00702,2023-10-24,Debit,374507.23,Web,Pounds
TXN006387,CUST00798,2025-04-13,Debit,426509.56,USSD,Pounds
TXN006388,CUST00642,2023-03-02,Debit,515047.44,POS,Yen
TXN006389,CUST00061,2025-02-20,Debit,349794.19,Cards,Dollar
TXN006390,CUST00690,2024-12-19,Credit,294784.14,USSD,Euros
TXN006391,CUST00209,2023-09-05,Credit,705509.0,Apps,Pounds
TXN006392,CUST00919,2023-04-23,Debit,737912.84,Web,Naira
TXN006393,CUST00823,2024-02-29,Credit,163346.94,Web,Naira
TXN006394,CUST00659,2023-04-25,Debit,854001.68,Web,Yen
TXN006395,CUST00357,2023-02-23,Credit,836887.88,Web,Yen
TXN006396,CUST00402,2024-07-16,Debit,71891.57,POS,Euros
TXN006397,CUST00332,2025-03-06,Credit,581419.15,USSD,Dollar
TXN006398,CUST00704,2025-05-30,Credit,85383.5,Web,Naira
TXN006399,CUST00328,2024-11-01,Credit,280976.2,POS,Yen
TXN006400,CUST00982,2023-11-14,Credit,467486.01,Apps,Dollar
TXN006401,CUST00688,2022-11-18,Debit,737804.33,Cards,Dollar
TXN006402,CUST00291,2024-09-23,Credit,693386.37,USSD,Euros
TXN006403,CUST00922,2024-01-03,Debit,190162.58,Web,Naira
TXN006404,CUST00723,2022-12-05,Credit,780664.58,Web,Dollar
TXN006405,CUST00830,2025-02-22,Debit,22671.96,POS,Dollar
TXN006406,CUST00813,2023-01-04,Debit,952596.28,USSD,Dollar
TXN006407,CUST00706,2023-11-10,Credit,494356.66,Web,Dollar
TXN006408,CUST00576,2023-12-18,Debit,710485.38,USSD,Naira
TXN006409,CUST00570,2024-07-19,Debit,493547.83,USSD,Naira
TXN006410,CUST00198,2023-11-06,Credit,332588.28,Apps,Naira
TXN006411,CUST00608,2025-02-24,Debit,870116.18,Web,Pounds
TXN006412,CUST00815,2022-10-23,Credit,949249.37,USSD,Pounds
TXN006413,CUST00015,2025-05-28,Credit,405285.04,Apps,Pounds
TXN006414,CUST00975,2024-02-25,Credit,951343.73,USSD,Yen
TXN006415,CUST00511,2025-03-30,Credit,98407.71,Apps,Yen
TXN006416,CUST00919,2024-12-31,Credit,955562.75,Cards,Euros
TXN006417,CUST00573,2024-02-28,Debit,602225.82,Apps,Yen
TXN006418,CUST00609,2025-03-13,Credit,224046.8,Apps,Dollar
TXN006419,CUST00264,2024-01-02,Credit,366394.67,POS,Euros
TXN006420,CUST00458,2023-04-05,Credit,266658.88,Web,Pounds
TXN006421,CUST00798,2022-07-10,Debit,852002.55,USSD,Dollar
TXN006422,CUST00320,2023-09-10,Debit,476716.06,Web,Yen
TXN006423,CUST00887,2023-10-09,Credit,295292.22,POS,Euros
TXN006424,CUST00660,2024-04-06,Debit,20941.75,USSD,Yen
TXN006425,CUST00185,2023-01-04,Debit,518816.95,POS,Dollar
TXN006426,CUST00565,2023-11-28,Credit,633993.16,Cards,Pounds
TXN006427,CUST00768,2024-10-31,Debit,98417.21,USSD,Euros
TXN006428,CUST00039,2024-03-13,Credit,692561.09,POS,Euros
TXN006429,CUST00324,2022-10-20,Debit,609551.69,Apps,Naira
TXN006430,CUST00821,2022-08-08,Debit,764427.79,USSD,Pounds
TXN006431,CUST00426,2023-08-04,Credit,1240.31,USSD,Yen
TXN006432,CUST00371,2022-10-07,Credit,744823.17,POS,Euros
TXN006433,CUST00902,2024-10-11,Credit,941866.89,Cards,Euros
TXN006434,CUST00006,2024-05-07,Credit,279761.6,Apps,Euros
TXN006435,CUST00775,2023-01-26,Credit,852867.6,Cards,Naira
TXN006436,CUST00611,2022-11-30,Debit,315582.81,Web,Yen
TXN006437,CUST00453,2024-06-15,Debit,483421.29,Apps,Yen
TXN006438,CUST00401,2024-04-30,Credit,990503.25,Web,Euros
TXN006439,CUST00124,2024-03-13,Debit,836436.54,USSD,Yen
TXN006440,CUST00748,2022-11-18,Debit,228570.26,POS,Pounds
TXN006441,CUST00231,2024-09-02,Debit,307916.87,POS,Yen
TXN006442,CUST00323,2023-11-15,Debit,365185.34,Web,Dollar
TXN006443,CUST00094,2023-04-03,Credit,684098.9,Cards,Pounds
TXN006444,CUST00987,2024-06-23,Debit,257816.27,POS,Pounds
TXN006445,CUST00490,2022-09-23,Credit,491850.7,POS,Pounds
TXN006446,CUST00523,2024-03-15,Credit,965572.97,Cards,Pounds
TXN006447,CUST00577,2023-10-24,Credit,293880.19,Web,Naira
TXN006448,CUST00231,2025-07-04,Debit,557948.38,Apps,Euros
TXN006449,CUST00111,2024-11-24,Credit,136776.54,Web,Dollar
TXN006450,CUST00384,2025-03-17,Debit,922099.84,POS,Dollar
TXN006451,CUST00241,2022-12-29,Debit,240960.57,Web,Dollar
TXN006452,CUST00889,2024-09-19,Credit,734442.02,Cards,Yen
TXN006453,CUST00853,2025-06-17,Credit,996221.01,USSD,Naira
TXN006454,CUST00477,2024-12-05,Debit,245061.25,Cards,Pounds
TXN006455,CUST00285,2023-10-19,Credit,156164.76,Cards,Yen
TXN006456,CUST00346,2024-05-21,Credit,244580.68,POS,Naira
TXN006457,CUST00868,2022-12-22,Credit,53808.16,Apps,Dollar
TXN006458,CUST00572,2025-05-21,Debit,148472.07,POS,Dollar
TXN006459,CUST00032,2022-11-17,Debit,19624.88,Cards,Yen
TXN006460,CUST00592,2024-03-17,Credit,101878.03,POS,Yen
TXN006461,CUST00738,2023-06-25,Debit,872907.26,Apps,Yen
TXN006462,CUST00730,2025-03-15,Debit,484891.74,Apps,Naira
TXN006463,CUST00646,2024-01-13,Debit,493527.84,Web,Pounds
TXN006464,CUST00262,2023-10-25,Debit,65275.05,USSD,Yen
TXN006465,CUST00988,2023-10-08,Debit,758006.77,Cards,Dollar
TXN006466,CUST00585,2022-08-27,Debit,704550.52,POS,Pounds
TXN006467,CUST00962,2023-10-24,Debit,119356.08,Web,Euros
TXN006468,CUST00333,2024-12-18,Credit,230391.83,USSD,Dollar
TXN006469,CUST00866,2025-02-06,Debit,747109.99,POS,Naira
TXN006470,CUST00059,2023-05-25,Credit,747916.95,USSD,Pounds
TXN006471,CUST00310,2022-10-11,Debit,496129.76,USSD,Dollar
TXN006472,CUST00992,2025-02-19,Debit,314214.06,Apps,Yen
TXN006473,CUST00349,2024-04-21,Debit,444127.93,POS,Euros
TXN006474,CUST00340,2023-01-30,Credit,944343.54,USSD,Yen
TXN006475,CUST00807,2025-04-26,Credit,539832.29,Cards,Euros
TXN006476,CUST00742,2024-04-14,Debit,430395.05,Web,Yen
TXN006477,CUST00193,2023-05-30,Credit,527287.91,Apps,Yen
TXN006478,CUST00316,2024-05-23,Debit,651084.02,USSD,Naira
TXN006479,CUST00399,2022-09-24,Debit,101060.56,Cards,Yen
TXN006480,CUST00527,2025-05-09,Credit,563814.1,Web,Dollar
TXN006481,CUST00872,2023-06-01,Debit,515777.98,Web,Pounds
TXN006482,CUST00125,2024-07-05,Debit,846865.77,Web,Euros
TXN006483,CUST00352,2022-11-13,Credit,839040.22,Apps,Yen
TXN006484,CUST00040,2023-01-18,Debit,678555.78,Web,Dollar
TXN006485,CUST00448,2023-05-25,Debit,623899.78,POS,Pounds
TXN006486,CUST00822,2023-09-30,Credit,389640.12,Apps,Pounds
TXN006487,CUST00829,2025-05-23,Debit,719247.11,POS,Naira
TXN006488,CUST00708,2025-06-13,Debit,106231.41,POS,Naira
TXN006489,CUST00340,2024-06-26,Credit,138014.58,POS,Pounds
TXN006490,CUST00732,2023-02-21,Credit,989117.37,Web,Pounds
TXN006491,CUST00297,2023-08-21,Debit,88681.29,Web,Yen
TXN006492,CUST00730,2022-09-24,Credit,21746.98,POS,Yen
TXN006493,CUST00309,2023-11-25,Credit,602071.48,Web,Yen
TXN006494,CUST00599,2024-01-27,Credit,60628.99,POS,Naira
TXN006495,CUST00107,2024-10-09,Debit,533230.79,Cards,Naira
TXN006496,CUST00399,2025-03-05,Debit,286521.0,Web,Pounds
TXN006497,CUST00003,2024-01-12,Debit,334138.57,USSD,Dollar
TXN006498,CUST00673,2025-06-10,Credit,791944.11,Cards,Pounds
TXN006499,CUST00480,2022-10-26,Credit,653015.31,Cards,Euros
TXN006500,CUST00454,2022-09-13,Debit,639938.34,Apps,Dollar
TXN006501,CUST00323,2024-09-15,Debit,369142.49,Apps,Pounds
TXN006502,CUST00587,2024-02-10,Credit,224368.45,Web,Pounds
TXN006503,CUST00334,2024-12-14,Credit,626407.35,Cards,Yen
TXN006504,CUST00423,2023-08-31,Debit,811715.16,USSD,Euros
TXN006505,CUST00857,2023-03-03,Credit,685245.02,Cards,Euros
TXN006506,CUST00892,2023-08-04,Credit,746748.23,POS,Euros
TXN006507,CUST00982,2023-06-15,Debit,599130.72,Apps,Naira
TXN006508,CUST00791,2023-09-13,Credit,507470.85,Web,Pounds
TXN006509,CUST00956,2023-07-07,Debit,267068.68,Apps,Euros
TXN006510,CUST00954,2024-04-08,Credit,500211.2,USSD,Yen
TXN006511,CUST00553,2024-11-18,Debit,261601.9,POS,Yen
TXN006512,CUST00934,2024-03-28,Credit,727604.8,Web,Naira
TXN006513,CUST00381,2024-11-05,Debit,496756.7,Cards,Euros
TXN006514,CUST00733,2024-06-10,Credit,985005.17,USSD,Yen
TXN006515,CUST00972,2023-10-18,Credit,700648.08,POS,Naira
TXN006516,CUST00043,2023-06-08,Credit,745063.33,Web,Yen
TXN006517,CUST00143,2022-09-20,Credit,37678.34,USSD,Naira
TXN006518,CUST00016,2025-02-19,Credit,794675.08,POS,Euros
TXN006519,CUST00129,2025-04-09,Debit,32705.36,Cards,Naira
TXN006520,CUST00504,2022-09-21,Credit,655911.0,Cards,Pounds
TXN006521,CUST00892,2025-06-19,Credit,995806.59,POS,Dollar
TXN006522,CUST00742,2024-09-09,Debit,590733.48,USSD,Pounds
TXN006523,CUST00210,2023-02-21,Debit,265839.26,Web,Naira
TXN006524,CUST00676,2023-10-31,Credit,758505.4,Cards,Pounds
TXN006525,CUST00844,2025-04-21,Debit,475204.41,Cards,Pounds
TXN006526,CUST00221,2023-01-27,Credit,720210.51,USSD,Euros
TXN006527,CUST00296,2023-03-03,Credit,334081.32,Apps,Naira
TXN006528,CUST00677,2024-07-07,Credit,990767.48,Web,Pounds
TXN006529,CUST00503,2024-09-19,Credit,62995.7,Apps,Yen
TXN006530,CUST00748,2023-11-25,Credit,337456.75,POS,Pounds
TXN006531,CUST00345,2024-02-26,Debit,833446.88,Web,Euros
TXN006532,CUST00563,2023-12-23,Debit,245134.56,POS,Naira
TXN006533,CUST00447,2023-07-15,Credit,686880.03,Web,Yen
TXN006534,CUST00740,2023-06-19,Debit,314361.17,Web,Euros
TXN006535,CUST00885,2023-05-11,Credit,652948.79,Cards,Euros
TXN006536,CUST00089,2022-11-29,Credit,313572.71,Cards,Euros
TXN006537,CUST00217,2022-12-04,Debit,340881.77,Cards,Pounds
TXN006538,CUST00453,2025-01-18,Credit,771944.76,Apps,Pounds
TXN006539,CUST00357,2025-03-01,Credit,730661.17,Web,Euros
TXN006540,CUST00325,2023-12-31,Credit,216700.76,Web,Naira
TXN006541,CUST00059,2024-04-13,Credit,104750.45,Apps,Yen
TXN006542,CUST00517,2022-11-06,Debit,144960.34,Web,Dollar
TXN006543,CUST00548,2023-01-26,Credit,84130.72,USSD,Euros
TXN006544,CUST00459,2024-05-27,Credit,910187.92,Cards,Yen
TXN006545,CUST00543,2024-01-12,Debit,902273.82,POS,Naira
TXN006546,CUST00503,2024-05-26,Credit,974256.88,POS,Euros
TXN006547,CUST00358,2024-04-04,Debit,211519.78,Web,Naira
TXN006548,CUST00068,2023-07-04,Credit,613610.81,Cards,Dollar
TXN006549,CUST00083,2024-10-22,Debit,448085.07,USSD,Dollar
TXN006550,CUST00037,2024-04-27,Credit,301347.08,Web,Pounds
TXN006551,CUST00872,2023-12-29,Debit,769668.36,Cards,Euros
TXN006552,CUST00084,2025-04-30,Credit,210403.89,POS,Dollar
TXN006553,CUST00850,2023-05-05,Debit,774200.66,Cards,Naira
TXN006554,CUST00653,2023-06-05,Credit,476863.91,Web,Pounds
TXN006555,CUST00555,2023-08-23,Credit,22300.11,USSD,Naira
TXN006556,CUST00012,2022-10-20,Debit,561003.0,Web,Dollar
TXN006557,CUST00033,2024-09-12,Credit,559958.5,POS,Pounds
TXN006558,CUST00604,2025-03-15,Debit,984763.14,POS,Dollar
TXN006559,CUST00909,2023-05-15,Debit,478245.4,Web,Naira
TXN006560,CUST00343,2024-05-25,Debit,615956.6,Web,Dollar
TXN006561,CUST00634,2022-10-04,Debit,459408.58,USSD,Dollar
TXN006562,CUST00829,2024-09-22,Credit,22780.45,Cards,Naira
TXN006563,CUST00168,2025-04-17,Debit,552311.27,POS,Dollar
TXN006564,CUST00802,2023-06-22,Debit,773931.49,POS,Naira
TXN006565,CUST00608,2025-06-30,Debit,550777.63,Web,Naira
TXN006566,CUST00290,2023-08-18,Debit,849099.48,Cards,Yen
TXN006567,CUST00786,2025-02-21,Debit,36943.79,Apps,Yen
TXN006568,CUST00641,2025-05-28,Debit,257732.73,POS,Dollar
TXN006569,CUST00859,2025-04-02,Debit,632593.84,Apps,Pounds
TXN006570,CUST00405,2023-01-14,Credit,108334.64,Cards,Pounds
TXN006571,CUST00100,2024-02-11,Debit,223313.01,Cards,Pounds
TXN006572,CUST00298,2023-07-09,Debit,295896.04,USSD,Dollar
TXN006573,CUST00917,2022-11-03,Credit,75235.03,USSD,Dollar
TXN006574,CUST00950,2024-11-04,Credit,50837.87,Cards,Dollar
TXN006575,CUST00421,2023-10-21,Credit,902556.28,Apps,Naira
TXN006576,CUST00782,2024-02-20,Debit,201649.63,USSD,Naira
TXN006577,CUST00700,2025-02-05,Debit,480670.95,USSD,Naira
TXN006578,CUST00539,2023-09-23,Debit,436023.64,Apps,Euros
TXN006579,CUST00802,2023-04-14,Credit,146937.4,Apps,Yen
TXN006580,CUST00411,2024-04-26,Debit,150854.62,USSD,Yen
TXN006581,CUST00339,2023-05-16,Debit,9985.2,Cards,Dollar
TXN006582,CUST00537,2023-12-05,Debit,204475.41,USSD,Yen
TXN006583,CUST00071,2025-05-25,Debit,361344.01,POS,Yen
TXN006584,CUST00986,2023-11-11,Credit,384948.39,Cards,Naira
TXN006585,CUST00867,2022-09-03,Debit,281677.71,Cards,Dollar
TXN006586,CUST00582,2023-06-21,Credit,958948.54,Cards,Yen
TXN006587,CUST00726,2023-07-27,Debit,663511.59,Cards,Euros
TXN006588,CUST00687,2024-07-09,Credit,378317.88,Web,Pounds
TXN006589,CUST00699,2025-05-21,Debit,507035.36,Web,Yen
TXN006590,CUST00481,2023-05-15,Credit,813480.89,USSD,Yen
TXN006591,CUST00694,2024-04-11,Credit,504375.32,Web,Pounds
TXN006592,CUST00600,2025-05-07,Debit,366038.9,USSD,Naira
TXN006593,CUST00314,2023-07-13,Debit,542499.25,Cards,Yen
TXN006594,CUST00078,2024-09-29,Debit,428278.21,USSD,Naira
TXN006595,CUST00303,2022-12-16,Credit,26809.91,POS,Euros
TXN006596,CUST00054,2024-06-22,Debit,599123.34,Apps,Pounds
TXN006597,CUST00701,2023-01-31,Credit,799665.69,Cards,Pounds
TXN006598,CUST00457,2024-05-06,Debit,463677.73,Web,Yen
TXN006599,CUST00228,2024-03-26,Credit,685321.96,Web,Dollar
TXN006600,CUST00748,2024-09-24,Credit,8174.57,Apps,Naira
TXN006601,CUST00196,2025-05-07,Debit,846158.23,Apps,Dollar
TXN006602,CUST00312,2024-07-06,Debit,913139.57,Web,Naira
TXN006603,CUST00707,2023-09-20,Credit,705069.02,USSD,Naira
TXN006604,CUST00730,2023-10-16,Credit,65838.36,Apps,Yen
TXN006605,CUST00832,2022-12-09,Credit,4021.64,POS,Dollar
TXN006606,CUST00023,2023-11-10,Debit,297319.88,Apps,Naira
TXN006607,CUST00917,2022-11-09,Credit,780026.97,USSD,Pounds
TXN006608,CUST00493,2023-03-15,Debit,295031.5,Cards,Dollar
TXN006609,CUST00931,2023-10-20,Credit,323840.73,Web,Euros
TXN006610,CUST00786,2024-10-11,Debit,29500.75,Web,Euros
TXN006611,CUST00677,2023-12-09,Debit,947582.48,POS,Yen
TXN006612,CUST00747,2024-07-12,Credit,31754.64,Cards,Dollar
TXN006613,CUST00678,2024-03-27,Credit,141181.89,Web,Naira
TXN006614,CUST00670,2022-11-28,Debit,366101.0,USSD,Dollar
